NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00S
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!  
Estimated  pre-scale:  3.24  
Final  pre-scale:  3  

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_debuglog_16956729.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_datalog_16956729.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141125_M05_R02_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004a6bb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c50b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000049dc1
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c51b9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000049390
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4eec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000048995
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4fed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004818d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c53bb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000047bbd
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c55bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004718c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c56be
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000046993
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c51b9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004608a
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c50b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000045790
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4fed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000045089
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c50b8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000044ab9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c46bd
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000004448c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c42b9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  2  |  Cool  10s  |  3m  |  Y  |  0  |  100  |  0  |  -200  |  1900  |  N  |  This  is  a  comment
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_0
arduinoSerial::  Sent_Cmd:  F  ||  Received:  F_0
tcSerial::  Sent_Cmd:  001c0000092e  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  001c0000092e  ||    Received:0000092ec0
tcSerial::  Sent_Cmd:  002d00000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000041db9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000092ec0
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c4fed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_0:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  3  |  Turn  off  4s  |  4s  |  N  |  23.5  |  0  |  0  |  0  |  0  |  N  |  This  is  a  comment
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000040084
tcSerial::  Sent_Cmd:  000300000000  ||    Received:0000092ec0
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000c54bc
tcSerial::  Sent_Cmd:  000400000000  ||    Received:0000000080
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_0:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI200.0W200.0UL
controller::  self.step:    |  3  |  Turn  off  4s  |  4s  |  N  |  23.5  |  0  |  0  |  0  |  0  |  N  |  This  is  a  comment
controller::  Signing  Off!
spSerial::  Sent_Cmd:  STP  ||      ||    Received:00S?NA
spSerial::  Signing  Off!
tcSerial::  Sent_Cmd:  002d00000000  ||    Received:0000000080
tcSerial::  Signing  Off!
arduinoSerial::  Sent_Cmd:  F  ||  Received:  F_0
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_0
arduinoSerial::  Signing  Off!
